coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,primary_minutes,confirm_minutes,filter_minutes,skip_filter_timeframe,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,raw_reversal_beat_stop_rate_pct,raw_reversal_beat_stop_count,raw_reversal_same_bar_count,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total,avg_hours_held
DOGE,conservative,365,2.5,79.0,False,70.0,5,15,60,False,51,37.3,0.151,7.7,98.6,51,96.0,48,2,37.3,0.068,3.47,0.083,86.85,29.75,-14.95,128.82,-66.24,86.85,8.22
