coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,primary_minutes,confirm_minutes,filter_minutes,skip_filter_timeframe,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,raw_reversal_beat_stop_rate_pct,raw_reversal_beat_stop_count,raw_reversal_same_bar_count,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total,avg_hours_held
DOGE,conservative,365,2.5,80.0,False,70.0,5,15,60,False,51,27.5,0.007,0.36,54.4,51,98.0,50,1,23.5,-0.065,-3.32,0.072,-82.99,28.2,-10.8,95.25,-66.24,-82.99,4.53
