symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total,coin
ETH,conservative,long,2025-07-31 06:40:00,2025-07-31 14:20:00,3868.71,3781.7333206331136,-1.0,stop,breakout,True,92,0,7.0,0.022482088181043913,0.05960300436548593,-1.0596030043654858,-26.490075109137145,-26.490075109137145,ETH
ETH,conservative,short,2025-07-31 23:25:00,2025-08-02 11:25:00,3708.86,3513.94,1.7806787388132355,max_hold_time,breakout,True,432,1,7.0,0.023142455129866468,0.11277973686688357,1.667899001946352,41.6974750486588,15.207399939521657,ETH
ETH,conservative,long,2025-08-07 09:25:00,2025-08-08 21:25:00,3724.99,4040.01,3.307436402580902,max_hold_time,breakout,True,432,1,7.0,0.018541980853995534,0.14076165974670296,3.166674742834199,79.16686857085497,94.37426851037662,ETH
ETH,conservative,long,2025-08-09 03:10:00,2025-08-10 15:10:00,4041.73,4230.51,1.7708901389164162,max_hold_time,breakout,True,432,1,7.0,0.02070136957104997,0.12607861480092505,1.6448115241154913,41.12028810288728,135.4945566132639,ETH
ETH,conservative,long,2025-08-10 19:25:00,2025-08-11 10:45:00,4242.77,4242.77,0.26664,stop,breakout,True,184,1,7.0,0.02212070651956175,0.09556656782777488,0.1710734321722251,4.276835804305628,139.77139241756953,ETH
ETH,conservative,long,2025-08-12 08:40:00,2025-08-13 20:40:00,4329.25,4730.4,2.699558295193455,max_hold_time,breakout,True,432,1,7.0,0.025392008909746754,0.10278824370600106,2.596770051487454,64.91925128718636,204.69064370475587,ETH
ETH,conservative,short,2025-08-19 20:10:00,2025-08-20 15:05:00,4119.03,4258.458762279874,-1.0,stop,breakout,True,227,0,7.0,0.033849902107989945,0.0475629145060356,-1.0475629145060357,-26.189072862650892,178.50157084210497,ETH
ETH,conservative,long,2025-08-22 07:40:00,2025-08-22 12:30:00,4331.4,4224.282371934928,-1.0,stop,breakout,True,58,0,7.0,0.024730486231950777,0.05143449215149793,-1.051434492151498,-26.28586230378745,152.21570853831753,ETH
ETH,conservative,long,2025-08-23 15:40:00,2025-08-24 20:05:00,4751.63,4751.63,0.26664,stop,breakout,True,341,1,7.0,0.020327698074134655,0.11944293894690579,0.1471970610530942,3.6799265263273555,155.8956350646449,ETH
ETH,conservative,long,2025-08-27 15:55:00,2025-08-27 21:50:00,4657.57,4534.151309999999,-1.0,stop,breakout,True,71,0,7.0,0.02649851532022072,0.04898387642908849,-1.0489838764290884,-26.22459691072721,129.6710381539177,ETH
