coin,strategy,days,atr_override,min_score_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
BNB,conservative,365,2.5,80.0,False,51,58.8,0.076,3.88,239.9,51,58.8,-0.056,-2.85,0.132,-71.27,15.52,-25.56,73.75,-29.04,-71.27
