symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total,coin
SOL,conservative,long,2025-08-07 01:25:00,2025-08-07 02:25:00,168.68,167.7,-0.2536687298742154,raw_reversal_beat_stop,breakout,True,12,0,7.0,0.02290316748390568,0.051521257958280206,-0.3051899878324956,-7.62974969581239,-7.62974969581239,SOL
SOL,conservative,long,2025-08-09 18:25:00,2025-08-09 21:35:00,181.91,180.92,-0.21659461927419543,raw_reversal_beat_stop,breakout,True,38,0,7.0,0.0251264398032932,0.04903201606136528,-0.2656266353355607,-6.640665883389017,-14.270415579201408,SOL
SOL,conservative,short,2025-08-12 06:10:00,2025-08-12 07:20:00,174.14,175.9,-0.3944016794477209,raw_reversal_beat_stop,breakout,True,14,0,7.0,0.02562567843601422,0.04620365478152615,-0.4406053342292471,-11.015133355731177,-25.285548934932585,SOL
SOL,conservative,long,2025-08-13 22:40:00,2025-08-14 06:00:00,202.1,204.79,0.5215273694295202,raw_reversal_beat_stop,breakout,True,88,1,7.0,0.03481513683513173,0.055205872350917264,0.4663214970786029,11.658037426965072,-13.627511507967514,SOL
SOL,conservative,long,2025-08-17 11:55:00,2025-08-17 12:50:00,193.58,192.16,-0.33707380023134775,raw_reversal_beat_stop,breakout,True,11,0,7.0,0.02176220321811986,0.05422245110814409,-0.39129625133949186,-9.782406283487296,-23.40991779145481,SOL
SOL,conservative,long,2025-08-20 23:40:00,2025-08-21 02:30:00,187.63,186.08,-0.2649956703402922,raw_reversal_beat_stop,breakout,True,34,0,7.0,0.031173864356455343,0.03926365964784663,-0.3042593299881388,-7.60648324970347,-31.01640104115828,SOL
SOL,conservative,short,2025-08-21 19:55:00,2025-08-21 22:10:00,180.15,181.63,-0.2688745902119904,raw_reversal_beat_stop,breakout,True,27,0,7.0,0.030554676323319693,0.03960113951776716,-0.30847572972975756,-7.711893243243939,-38.72829428440222,SOL
SOL,conservative,long,2025-08-23 18:25:00,2025-08-23 21:45:00,203.92,203.03,-0.14901537378980464,raw_reversal_beat_stop,breakout,True,40,0,7.0,0.029288633371633208,0.04220067165022107,-0.1912160454400257,-4.780401136000643,-43.50869542040286,SOL
SOL,conservative,short,2025-08-25 19:10:00,2025-08-26 01:45:00,195.36,188.72,0.8424011882571206,raw_reversal_beat_stop,breakout,True,79,1,7.0,0.03935686543712668,0.04837783646773586,0.7940233517893848,19.850583794734618,-23.65811162566824,SOL
SOL,conservative,long,2025-09-03 11:10:00,2025-09-03 12:50:00,210.75,208.95,-0.5088454297199649,raw_reversal_beat_stop,breakout,True,20,0,7.0,0.01678491103202859,0.07125447359940244,-0.5800999033193673,-14.502497582984184,-38.160609208652424,SOL
