symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,dynamic_threshold_active,drift_stop_tightened,soft_trim_done,soft_tighten_done,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total
DOGE,conservative,long,2025-08-13 22:40:00,2025-08-14 06:15:00,0.24522,0.24522,0.26664,stop,breakout,True,91,1,7.0,0.03589844413896735,False,False,False,False,0.053707062972881824,0.21293293702711816,5.323323425677954,5.323323425677954
DOGE,conservative,long,2025-09-07 07:40:00,2025-09-09 07:40:00,0.21754,0.2399,4.785437298808537,max_hold_time,breakout,True,576,1,7.0,0.015164925100274772,False,False,False,False,0.19109886668332382,4.594338432125213,114.85846080313034,120.1817842288083
DOGE,conservative,long,2025-09-10 08:10:00,2025-09-10 19:10:00,0.24219,0.24219,0.26664,stop,breakout,True,132,1,7.0,0.02579041248606462,False,False,False,False,0.07793593844557806,0.18870406155442193,4.717601538860548,124.89938576766885
DOGE,conservative,long,2025-09-12 13:25:00,2025-09-14 13:25:00,0.26251,0.28425,3.686235472958768,max_hold_time,breakout,True,576,1,7.0,0.016146165860348245,False,False,False,False,0.17948533571780706,3.506750137240961,87.66875343102403,212.56813919869288
DOGE,conservative,short,2025-09-20 02:10:00,2025-09-22 02:10:00,0.26372,0.24967,1.5663367326430344,max_hold_time,breakout,True,576,1,7.0,0.027328870653393945,False,False,False,False,0.10604170354328565,1.4602950290997487,36.50737572749372,249.0755149261866
DOGE,conservative,short,2025-09-23 02:40:00,2025-09-24 04:35:00,0.23712,0.23712,0.26664,stop,breakout,True,311,1,7.0,0.02683552631578956,False,False,False,False,0.08824123559695976,0.17839876440304023,4.459969110076005,253.5354840362626
DOGE,conservative,short,2025-09-28 08:25:00,2025-09-28 14:30:00,0.22741,0.22884,-0.37899791945700034,basket_circuit_breaker,breakout,True,105,0,7.0,0.01659165289098652,False,False,False,False,0.0823305555495369,-0.46132847500653723,-11.533211875163431,242.00227216109917
DOGE,conservative,short,2025-09-30 14:25:00,2025-09-30 20:50:00,0.2281,0.23340852481241578,-1.0,stop,breakout,True,77,0,7.0,0.023272796196474276,False,False,False,False,0.056288895796649446,-1.0562888957966494,-26.407222394916236,215.59504976618294
DOGE,conservative,long,2025-10-01 23:25:00,2025-10-03 23:25:00,0.24728,0.25862,1.5619452909305884,max_hold_time,breakout,True,576,1,7.0,0.02360382456733715,False,False,False,False,0.12277671322850948,1.4391685777020788,35.97921444255197,251.57426420873492
DOGE,conservative,short,2025-10-22 10:55:00,2025-10-23 10:15:00,0.19005,0.19544525000000001,-1.0,stop,breakout,True,280,0,7.0,0.02838858195211796,False,False,False,False,0.0604468374959453,-1.0604468374959453,-26.51117093739863,225.0630932713363
DOGE,conservative,long,2025-10-25 00:40:00,2025-10-27 00:40:00,0.19837,0.20797,1.9046805805728224,max_hold_time,breakout,True,576,1,7.0,0.019697043232712097,False,False,False,False,0.14712868148591524,1.7575518990869072,43.93879747717268,269.00189074850897
DOGE,conservative,short,2025-10-28 05:55:00,2025-10-30 05:55:00,0.19839,0.19105,1.309243052071296,max_hold_time,breakout,True,576,1,7.0,0.023658529402387544,False,False,False,False,0.12249282069525178,1.1867502313760443,29.668755784401107,298.6706465329101
DOGE,conservative,short,2025-11-19 15:40:00,2025-11-20 01:35:00,0.15605,0.15605,0.26664,stop,breakout,True,119,1,7.0,0.029277646002504994,False,False,False,False,0.06776501088339715,0.19887498911660284,4.971874727915071,303.64252126082516
DOGE,conservative,short,2025-11-29 06:25:00,2025-12-01 06:25:00,0.14925,0.13683,2.684960479890985,max_hold_time,breakout,True,576,1,7.0,0.02294160813893493,False,False,False,False,0.12632070003330378,2.558639779857681,63.96599449644202,367.6085157572672
DOGE,conservative,short,2025-12-24 02:25:00,2025-12-24 16:30:00,0.12897,0.12897,0.26664,stop,breakout,True,169,1,7.0,0.019860432658757785,False,False,False,False,0.10493225579761103,0.16170774420238895,4.042693605059724,371.6512093623269
