coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
SOL,conservative,365,2.5,79.0,False,70.0,94,52.1,0.134,12.6,250.2,94,51.1,0.034,3.22,0.1,80.52,26.89,-26.31,111.69,-27.99,80.52
