coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
DOGE,conservative,365,2.5,80.0,False,70.0,45,66.7,0.364,16.36,271.7,45,66.7,0.256,11.53,0.107,288.19,21.88,-24.54,95.28,-28.03,288.19
