symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,dynamic_threshold_active,drift_stop_tightened,soft_trim_done,soft_tighten_done,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total,coin,use_adverse_drift,dynamic_threshold_enabled,drift_stop_tighten_enabled,obv_confirmation_bonus,soft_exit_enabled
DOGE,conservative,long,2025-08-13 22:40:00,2025-08-14 06:00:00,0.24522,0.2475684161063135,0.8888624547219789,stop,breakout,True,88,2,7.0,0.035898445784451935,False,True,False,False,0.06997517427587292,0.8188872804461059,20.472182011152647,20.472182011152647,DOGE,True,False,True,0.0,False
DOGE,conservative,long,2025-09-07 07:40:00,2025-09-07 18:35:00,0.21754,0.22075021456146635,0.9154015825094899,stop,breakout,True,131,1,7.0,0.015164924999955604,False,True,False,False,0.13241080981316283,0.782990772696327,19.574769317408176,40.04695132856082,DOGE,True,False,True,0.0,False
DOGE,conservative,long,2025-09-10 08:10:00,2025-09-10 19:10:00,0.24219,0.24219,0.26664,stop,breakout,True,132,1,7.0,0.02579041248606462,False,True,False,False,0.07793593844557806,0.18870406155442193,4.717601538860548,44.76455286742137,DOGE,True,False,True,0.0,False
DOGE,conservative,long,2025-09-12 13:25:00,2025-09-13 17:00:00,0.26251,0.2918873409019091,3.110029335690972,stop,breakout,True,331,3,7.0,0.016146165860348245,False,True,False,False,0.18567875655002955,2.9243505791409423,73.10876447852355,117.87331734594493,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-09-20 02:10:00,2025-09-20 13:30:00,0.26372,0.2662449217199249,-0.350334763017535,stop,breakout,True,136,0,7.0,0.02732886639943668,False,True,False,False,0.05225244176353524,-0.40258720478107024,-10.064680119526756,107.80863722641817,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-09-21 16:10:00,2025-09-22 13:10:00,0.26533,0.2417152001790511,2.5148247923746414,stop,breakout,True,252,3,7.0,0.017297893189612938,False,True,False,False,0.16418184393145446,2.3506429484431868,58.76607371107967,166.57471093749785,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-09-23 02:40:00,2025-09-23 06:30:00,0.23712,0.24230239943121645,-0.8144277806929237,stop,breakout,True,46,0,7.0,0.02683552631578956,False,True,False,False,0.046505516057857174,-0.8609332967507808,-21.52333241876952,145.05137851872834,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-09-28 08:25:00,2025-09-28 13:15:00,0.22741,0.22741,0.26664,stop,breakout,True,58,1,7.0,0.01659165289098652,False,True,False,False,0.11222510573443464,0.15441489426556534,3.8603723566391337,148.9117508753675,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-09-30 14:25:00,2025-09-30 18:25:00,0.2281,0.23043849644446518,-0.44051719208240614,stop,breakout,True,48,0,7.0,0.023272796196474276,False,True,False,False,0.05379671567740848,-0.4943139077598146,-12.357847693995366,136.55390318137214,DOGE,True,False,True,0.0,False
DOGE,conservative,long,2025-10-01 23:25:00,2025-10-02 13:15:00,0.24728,0.254500080065029,1.0913496921670651,stop,breakout,True,166,1,7.0,0.02360382456733715,False,True,False,False,0.08803658043093261,1.0033131117361325,25.08282779340331,161.63673097477545,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-10-22 10:55:00,2025-10-22 23:30:00,0.19005,0.19005,0.26664,stop,breakout,True,151,1,7.0,0.02838858195211796,False,True,False,False,0.07214168018164102,0.19449831981835897,4.862457995458974,166.49918897023443,DOGE,True,False,True,0.0,False
DOGE,conservative,long,2025-10-25 00:40:00,2025-10-25 07:10:00,0.19837,0.19837,0.26664,stop,breakout,True,78,1,7.0,0.019697056734152795,False,True,False,False,0.09656265023099189,0.1700773497690081,4.2519337442252025,170.75112271445963,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-10-28 05:55:00,2025-10-28 07:00:00,0.19839,0.20136706710325852,-0.6346226115123964,stop,breakout,True,13,0,7.0,0.02364576148097522,False,True,False,False,0.049987817095719554,-0.6846104286081159,-17.115260715202897,153.63586199925672,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-11-19 15:40:00,2025-11-19 21:15:00,0.15605,0.1510248487155466,0.9999161859119081,stop,breakout,True,67,1,7.0,0.029278460829134212,False,True,False,False,0.06421102567417965,0.9357051602377284,23.39262900594321,177.02849100519992,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-11-29 06:25:00,2025-11-30 01:05:00,0.14925,0.1490143145166976,0.8228619299880437,stop,breakout,True,224,3,7.0,0.02294160813893493,False,True,False,False,0.12135156276491296,0.7015103672231308,17.53775918057827,194.5662501857782,DOGE,True,False,True,0.0,False
DOGE,conservative,short,2025-12-24 02:25:00,2025-12-24 11:05:00,0.12897,0.1281610460947024,0.9052160224979373,stop,breakout,True,104,2,7.0,0.019860432658757785,False,True,False,False,0.12809388615600886,0.7771221363419285,19.428053408548212,213.9943035943264,DOGE,True,False,True,0.0,False
