symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total,coin
DOGE,balanced,long,2025-07-28 06:55:00,2025-07-28 13:10:00,0.24618,0.23951086164257113,-1.0,stop,trend_following,False,75,0,11.0,0.027090496211832328,0.048490671908128655,-1.0484906719081286,-26.212266797703215,-26.212266797703215,DOGE
DOGE,balanced,short,2025-07-28 19:10:00,2025-07-29 00:40:00,0.23028,0.22403,0.887732529131873,target_1r_full_close,trend_following,False,66,0,11.0,0.030573253870145468,0.04234241667713255,0.8453901124547404,21.13475281136851,-5.077513986334704,DOGE
DOGE,balanced,short,2025-07-29 00:55:00,2025-07-29 16:15:00,0.22586,0.21988,0.8126184295764307,target_1r_full_close,trend_following,False,184,0,11.0,0.0325818089373213,0.047414447976794685,0.765203981599636,19.1300995399909,14.052585553656197,DOGE
DOGE,balanced,short,2025-07-29 16:55:00,2025-07-30 11:45:00,0.22187,0.21598,0.8025588584784619,target_1r_full_close,trend_following,False,226,0,11.0,0.03307804385532588,0.04939649397303505,0.7531623645054268,18.829059112635672,32.88164466629187,DOGE
DOGE,balanced,short,2025-07-30 12:25:00,2025-07-30 19:05:00,0.21769,0.21084,1.0466634770462213,target_1r_full_close,trend_following,False,80,0,11.0,0.03006387951374002,0.04404762278391945,1.0026158542623018,25.065396356557546,57.94704102284942,DOGE
DOGE,balanced,short,2025-07-30 19:40:00,2025-07-31 05:15:00,0.21598,0.22338165533062415,-1.0,stop,trend_following,False,115,0,11.0,0.034270095983999195,0.04080773071478425,-1.0408077307147843,-26.020193267869608,31.92684775497981,DOGE
DOGE,balanced,short,2025-07-31 21:25:00,2025-08-01 00:10:00,0.21389,0.20738,1.045400327349066,target_1r_full_close,trend_following,False,33,0,11.0,0.029114402138542814,0.04205978363280049,1.0033405437162655,25.083513592906638,57.010361347886445,DOGE
DOGE,balanced,short,2025-08-01 01:25:00,2025-08-01 22:20:00,0.20693,0.20125,0.8207306173418113,target_1r_full_close,trend_following,False,251,0,11.0,0.03344446421501063,0.05044092457646689,0.7702896927653444,19.25724231913361,76.26760366702005,DOGE
DOGE,balanced,short,2025-08-01 23:25:00,2025-08-02 16:30:00,0.20085,0.19343,0.8565260038430988,target_1r_full_close,trend_following,False,205,0,11.0,0.04313119755505461,0.03685021584121714,0.8196757880018817,20.49189470004704,96.7594983670671,DOGE
DOGE,balanced,short,2025-08-02 16:35:00,2025-08-04 00:40:00,0.19443,0.20145175980993643,-1.0,stop,trend_following,False,385,0,11.0,0.03611459039210225,0.05458215363403921,-1.0545821536340392,-26.36455384085098,70.39494452621611,DOGE
DOGE,balanced,long,2025-08-04 08:25:00,2025-08-04 16:35:00,0.20267,0.20689,0.9599745701565701,target_1r_full_close,trend_following,False,98,0,11.0,0.02169018492867418,0.06281293805951525,0.8971616320970548,22.42904080242637,92.82398532864248,DOGE
DOGE,balanced,long,2025-08-04 20:55:00,2025-08-04 22:55:00,0.2066,0.21076,0.8764755904532597,target_1r_full_close,trend_following,False,24,0,11.0,0.022973289625934857,0.05247200401346491,0.8240035864397948,20.60008966099487,113.42407498963735,DOGE
DOGE,balanced,long,2025-08-05 00:10:00,2025-08-05 06:50:00,0.20983,0.2052074050344126,-1.0,stop,trend_following,False,80,0,11.0,0.02203019094308438,0.060110347098835504,-1.0601103470988356,-26.50275867747089,86.92131631216645,DOGE
DOGE,balanced,long,2025-08-05 11:55:00,2025-08-05 14:05:00,0.20744,0.2026676299450218,-1.0,stop,trend_following,False,26,0,11.0,0.023006026103828646,0.052581743767371146,-1.0525817437673712,-26.31454359418428,60.606772717982174,DOGE
DOGE,balanced,short,2025-08-05 18:55:00,2025-08-06 15:55:00,0.19903,0.20443949688919247,-1.0,stop,trend_following,False,252,0,11.0,0.027179304070705197,0.06214621627900585,-1.0621462162790059,-26.553655406975146,34.05311731100703,DOGE
DOGE,balanced,long,2025-08-06 18:55:00,2025-08-07 10:15:00,0.2056,0.20998,0.8539511821029121,target_1r_full_close,trend_following,False,184,0,11.0,0.024946978693868617,0.06192527374980973,0.7920259083531024,19.800647708827558,53.85376501983458,DOGE
DOGE,balanced,long,2025-08-07 14:10:00,2025-08-07 19:45:00,0.21336,0.21754,0.9814157529496934,target_1r_full_close,trend_following,False,67,0,11.0,0.01996228512583127,0.06495582336857694,0.9164599295811164,22.911498239527912,76.7652632593625,DOGE
DOGE,balanced,long,2025-08-08 14:25:00,2025-08-08 18:15:00,0.22469,0.22935,0.8662466795426372,target_1r_full_close,trend_following,False,46,0,11.0,0.023942008990164198,0.052298084619198236,0.813948594923439,20.348714873085974,97.11397813244847,DOGE
DOGE,balanced,long,2025-08-08 18:55:00,2025-08-08 22:25:00,0.22686,0.23227,0.8040230034506847,target_1r_full_close,trend_following,False,42,0,11.0,0.029659980630698708,0.04192977666172761,0.7620932267889571,19.052330669723926,116.1663088021724,DOGE
DOGE,balanced,long,2025-08-08 22:40:00,2025-08-09 05:45:00,0.23071,0.23587,0.8101438102514718,target_1r_full_close,trend_following,False,85,0,11.0,0.02760712389215136,0.04835159540932763,0.7617922148421441,19.044805371053602,135.211114173226,DOGE
DOGE,balanced,long,2025-08-09 06:10:00,2025-08-09 12:15:00,0.23443,0.23979,0.85794701761006,target_1r_full_close,trend_following,False,73,0,11.0,0.02664962690340166,0.04913366870538827,0.8088133489046717,20.220333722616793,155.4314478958428,DOGE
DOGE,balanced,long,2025-08-09 13:10:00,2025-08-09 18:20:00,0.24036,0.24586,0.8630101673125298,target_1r_full_close,trend_following,False,62,0,11.0,0.026514569606052148,0.04850392162379484,0.814506245688735,20.362656142218373,175.7941040380612,DOGE
DOGE,balanced,long,2025-08-09 18:40:00,2025-08-10 06:15:00,0.24476,0.23722724501997375,-1.0,stop,trend_following,False,139,0,11.0,0.030776086697280016,0.04709480947498229,-1.0470948094749823,-26.17737023687456,149.61673380118663,DOGE
DOGE,balanced,long,2025-08-11 03:25:00,2025-08-11 08:00:00,0.23855,0.2323594957008422,-1.0,stop,trend_following,False,55,0,11.0,0.02595055250118559,0.04898593666373939,-1.0489859366637393,-26.22464841659348,123.39208538459314,DOGE
DOGE,balanced,short,2025-08-11 13:55:00,2025-08-11 21:45:00,0.22938,0.22345,0.8487662554356613,target_1r_full_close,trend_following,False,94,0,11.0,0.030458677323749784,0.044451680535834565,0.8043145748998267,20.10786437249567,143.4999497570888,DOGE
DOGE,balanced,short,2025-08-12 05:55:00,2025-08-12 16:50:00,0.22358,0.22991671713984416,-1.0,stop,trend_following,False,131,0,11.0,0.02834205716005079,0.050540588297284895,-1.050540588297285,-26.263514707432122,117.23643504965669,DOGE
DOGE,balanced,long,2025-08-12 21:55:00,2025-08-13 07:50:00,0.23601,0.24318,1.083898866024225,target_1r_full_close,trend_following,False,119,0,11.0,0.028028508556886267,0.0501978082106699,1.033701057813555,25.842526445338876,143.07896149499555,DOGE
DOGE,balanced,long,2025-08-13 12:20:00,2025-08-13 15:05:00,0.24772,0.2400938387666068,-1.0,stop,trend_following,False,33,0,11.0,0.030785407853193874,0.039776814404569025,-1.039776814404569,-25.994420360114223,117.08454113488133,DOGE
DOGE,balanced,long,2025-08-13 21:10:00,2025-08-14 02:40:00,0.24388,0.25023,0.880122243461177,target_1r_full_close,trend_following,False,66,0,11.0,0.029583839783420978,0.043758533848974136,0.8363637096122029,20.90909274030507,137.9936338751864,DOGE
DOGE,balanced,long,2025-08-14 02:45:00,2025-08-14 07:45:00,0.25128,0.2439524400043035,-1.0,stop,breakout,True,60,0,11.0,0.0291609359905146,0.043956688572518,-1.043956688572518,-26.09891721431295,111.89471666087344,DOGE
DOGE,balanced,short,2025-08-15 16:40:00,2025-08-16 00:40:00,0.22365,0.23143578449946778,-1.0,stop,trend_following,False,96,0,11.0,0.03481236082927695,0.039014355413655166,-1.0390143554136553,-25.975358885341382,85.91935777553206,DOGE
DOGE,balanced,short,2025-08-16 12:40:00,2025-08-17 03:55:00,0.22765,0.23359,-0.8465993536926933,reversal,trend_following,False,183,0,11.0,0.03082058358206272,0.05005509608926176,-0.8966544497819551,-22.416361244548877,63.50299653098318,DOGE
DOGE,balanced,long,2025-08-17 11:45:00,2025-08-17 15:30:00,0.23391,0.2379,0.8032950443072749,target_1r_full_close,trend_following,False,45,0,11.0,0.021234841271485484,0.05886552124496084,0.7444295230623141,18.610738076557855,82.11373460754103,DOGE
