coin,strategy,days,atr_override,min_score_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
SOL,conservative,365,2.5,76.0,False,111,53.2,0.113,12.52,253.8,111,52.3,0.013,1.49,0.099,37.25,24.6,-26.22,111.68,-28.35,37.25
