coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,primary_minutes,confirm_minutes,filter_minutes,skip_filter_timeframe,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total,avg_hours_held
SOL,conservative,365,2.5,79.0,False,70.0,5,15,60,False,93,52.7,0.146,13.6,250.6,93,51.6,0.046,4.29,0.1,107.25,26.9,-26.32,111.68,-27.99,107.25,20.88
