coin,strategy,days,atr_override,min_score_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
DOGE,conservative,365,2.5,70.0,False,241,54.8,0.11,26.51,246.8,32,54.4,0.015,3.66,0.095,91.57,21.99,-25.35,154.17,-28.39,91.57
