coin,strategy,days,atr_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost
DOGE,swing-trend,365,2.5,True,331,53.5,0.058,19.28,152.1,26,53.2,-0.005,-1.73,0.063
