coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
SOL,conservative,365,2.5,79.0,False,50.0,97,46.4,0.074,7.14,192.6,97,45.4,-0.02,-1.97,0.094,-49.31,24.72,-21.45,111.69,-29.81,-49.31
