symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total,coin
SOL,conservative,long,2025-08-14 02:40:00,2025-08-14 12:30:00,205.11,197.77221171914482,-1.0,stop,breakout,True,118,0,7.0,0.03577489289091313,0.03890996974455149,-1.0389099697445514,-25.972749243613784,-25.972749243613784,SOL
SOL,conservative,long,2025-09-03 13:40:00,2025-09-04 01:40:00,212.05,210.73,-0.2728727296782193,max_hold_time,breakout,True,144,0,7.0,0.02281263852864908,0.0632982457591025,-0.3361709754373218,-8.404274385933045,-34.37702362954683,SOL
SOL,conservative,long,2025-09-09 22:55:00,2025-09-10 10:55:00,217.21,220.09,0.6344660578222784,max_hold_time,breakout,True,144,1,7.0,0.024032593169761692,0.08463506146141653,0.5498309963608619,13.745774909021547,-20.631248720525278,SOL
SOL,conservative,long,2025-09-11 22:10:00,2025-09-12 10:10:00,227.49,237.83,1.6078693027573885,max_hold_time,breakout,True,144,1,7.0,0.022593611148935554,0.09002544952163732,1.5178438532357512,37.94609633089378,17.314847610368503,SOL
SOL,conservative,long,2025-09-12 22:10:00,2025-09-13 10:10:00,241.9,242.96,0.19933049250585516,max_hold_time,breakout,True,144,0,7.0,0.02198347060734501,0.0656857156811963,0.13364477682465886,3.3411194206164714,20.655967030984975,SOL
SOL,conservative,short,2025-09-17 16:10:00,2025-09-17 19:25:00,232.98,237.8416957687869,-1.0,stop,breakout,True,39,0,7.0,0.020867438272756958,0.059135193494786686,-1.0591351934947868,-26.47837983736967,-5.822412806384694,SOL
SOL,conservative,short,2025-09-22 00:25:00,2025-09-22 12:25:00,234.75,221.69,2.735170967777359,max_hold_time,breakout,True,144,1,7.0,0.015025517937870785,0.13536970961070455,2.599801258166654,64.99503145416635,59.17261864778166,SOL
SOL,conservative,short,2025-09-25 00:25:00,2025-09-25 12:25:00,210.55,198.28,1.7572712663353882,max_hold_time,breakout,True,144,1,7.0,0.02606450885146454,0.07803715050190602,1.6792341158334823,41.98085289583705,101.1534715436187,SOL
SOL,conservative,short,2025-09-28 09:55:00,2025-09-28 17:05:00,200.7,204.37124911343835,-1.0,stop,breakout,True,86,0,7.0,0.018292222787435797,0.0725991595134163,-1.0725991595134163,-26.81497898783541,74.33849255578329,SOL
SOL,conservative,short,2025-10-16 04:55:00,2025-10-16 16:55:00,192.45,192.27,0.28331762004506034,max_hold_time,breakout,True,144,1,7.0,0.03738961294800669,0.05440013521478393,0.2289174848302764,5.72293712075691,80.0614296765402,SOL
SOL,conservative,long,2025-10-25 05:55:00,2025-10-25 10:00:00,194.47,192.25754999999998,-1.0,stop,breakout,True,49,0,7.0,0.011376819046639678,0.11022413161879274,-1.1102241316187929,-27.75560329046982,52.30582638607038,SOL
