coin,strategy,days,atr_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost
ETH,swing-trend,365,2.25,False,245,53.5,0.062,15.3,249.4,14,52.7,-0.043,-10.66,0.106
