coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,primary_minutes,confirm_minutes,filter_minutes,skip_filter_timeframe,max_hold_hours,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total,avg_hours_held
DOGE,conservative,365,2.5,79.0,False,70.0,3,10,30,False,18.0,62,48.4,0.026,1.63,197.1,62,48.4,-0.088,-5.45,0.114,-136.31,21.73,-24.63,138.2,-28.19,-136.31,9.85
