coin,strategy,days,atr_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost
DOGE,swing-trend,365,2.0,False,245,54.7,0.079,19.36,221.7,25,54.7,-0.023,-5.75,0.103
