coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
DOGE,conservative,365,2.5,79.0,False,55.0,49,63.3,0.337,16.54,233.6,49,63.3,0.234,11.49,0.103,287.25,22.84,-23.38,103.01,-28.03,287.25
