coin,strategy,days,atr_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost
ETH,balanced,365,2.25,True,402,53.2,0.053,21.31,141.0,42,52.0,-0.028,-11.24,0.081
