coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,primary_minutes,confirm_minutes,filter_minutes,skip_filter_timeframe,max_hold_hours,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total,avg_hours_held
ETH,conservative,365,2.5,81.0,False,70.0,5,15,60,False,36.0,59,59.3,0.248,14.66,258.2,59,59.3,0.131,7.73,0.117,193.26,23.47,-26.18,138.97,-27.97,193.26,21.52
