symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,dynamic_threshold_active,drift_stop_tightened,soft_trim_done,soft_tighten_done,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total
SOL,conservative,long,2025-10-25 05:55:00,2025-10-25 10:00:00,194.47,192.25754999999998,-1.0,stop,breakout,True,49,0,7.0,0.011376819046639678,False,False,False,False,0.11022413161879274,-1.1102241316187929,-27.75560329046982,56.911937855956765
SOL,conservative,short,2025-11-02 00:55:00,2025-11-02 04:50:00,185.1,187.30712,-1.0,stop,breakout,True,47,0,7.0,0.011923933009184243,False,False,False,False,0.10483118271774966,-1.1048311827177497,-27.620779567943742,29.291158288013023
SOL,conservative,short,2025-11-09 02:40:00,2025-11-09 13:35:00,156.25,160.09306852448697,-1.0,stop,breakout,True,131,0,7.0,0.024595638556716586,False,False,False,False,0.05765249789023152,-1.0576524978902315,-26.44131244725579,2.849845840757233
SOL,conservative,short,2025-11-29 06:25:00,2025-11-30 00:25:00,136.71,136.04,0.23044990574139076,max_hold_time,breakout,True,216,0,7.0,0.02126659618041561,False,False,False,False,0.0746710938848967,0.15577881185649406,3.8944702964123517,6.744316137169585
SOL,conservative,short,2025-11-30 03:10:00,2025-11-30 13:15:00,135.65,138.02750279540774,-1.0,stop,breakout,True,121,0,7.0,0.01752674379216908,False,False,False,False,0.07976381788753162,-1.0797638178875317,-26.994095447188293,-20.24977931001871
SOL,conservative,short,2025-12-07 13:55:00,2025-12-07 15:55:00,131.73,131.73,0.26664,stop,breakout,True,24,1,7.0,0.015133910271008973,False,False,False,False,0.11854173626472775,0.14809826373527224,3.702456593381806,-16.547322716636902
SOL,conservative,short,2025-12-09 04:45:00,2025-12-09 15:40:00,132.42,136.1470280292941,-1.0,stop,breakout,True,131,0,7.0,0.028145506942260264,False,False,False,False,0.050381043159357125,-1.0503810431593572,-26.25952607898393,-42.80684879562084
SOL,conservative,long,2026-01-04 12:25:00,2026-01-05 06:25:00,134.76,135.03,0.3528399939879885,max_hold_time,breakout,True,216,1,7.0,0.015496227421811658,False,False,False,False,0.1405503378799387,0.21228965610804978,5.307241402701244,-37.49960739291959
SOL,conservative,short,2026-01-29 12:40:00,2026-01-30 06:40:00,122.68,113.38,4.620851435553875,max_hold_time,breakout,True,216,1,7.0,0.011607270948809914,False,False,False,False,0.1876410061939072,4.433210429359968,110.8302607339992,73.3306533410796
SOL,conservative,short,2026-02-03 16:25:00,2026-02-03 20:30:00,100.36,100.36,0.26664,stop,breakout,True,49,1,7.0,0.03688386126461381,False,False,False,False,0.04999476564480858,0.2166452343551914,5.416130858879785,78.74678419995938
SOL,conservative,short,2026-02-22 23:25:00,2026-02-23 17:25:00,82.73,78.25,2.4366549866550526,max_hold_time,breakout,True,216,1,7.0,0.01663729478280115,False,False,False,False,0.13091070564257318,2.3057442810124793,57.64360702531198,136.39039122527134
SOL,conservative,short,2026-02-28 06:10:00,2026-02-28 14:35:00,81.22,81.22,0.26664,stop,breakout,True,101,1,7.0,0.013940778133464556,False,False,False,False,0.13973395038286027,0.12690604961713972,3.1726512404284932,139.56304246569982
SOL,conservative,short,2026-03-07 02:40:00,2026-03-07 20:40:00,84.47,83.01,0.9087549152318719,max_hold_time,breakout,True,216,1,7.0,0.017946016337161145,False,False,False,False,0.12136398179299411,0.7873909334388778,19.684773335971943,159.24781580167178
SOL,conservative,long,2026-03-12 23:15:00,2026-03-13 17:15:00,87.0,89.98,1.2776551034033565,max_hold_time,breakout,True,216,1,7.0,0.022587586206896538,False,False,False,False,0.09642464582315591,1.1812304575802006,29.530761439505014,188.77857724117678
SOL,conservative,long,2026-03-15 08:55:00,2026-03-16 02:55:00,88.5,91.48,1.7473605359423132,max_hold_time,breakout,True,216,1,7.0,0.015161087314188477,False,False,False,False,0.1436572427072379,1.6037032932350752,40.09258233087688,228.87115957205367
SOL,conservative,long,2026-03-17 22:10:00,2026-03-18 11:30:00,95.46,93.05685000000001,-1.0,stop,breakout,True,160,0,7.0,0.02517441860465098,False,False,False,False,0.05863094688221752,-1.0586309468822175,-26.465773672055438,202.40538589999824
SOL,conservative,short,2026-04-28 04:25:00,2026-04-28 22:25:00,83.91,83.68,0.1805854946422076,max_hold_time,breakout,True,216,0,7.0,0.015178583770464011,False,False,False,False,0.1046210914018268,0.07596440324038081,1.8991100810095203,204.30449598100776
SOL,conservative,long,2026-05-05 18:55:00,2026-05-06 12:55:00,85.87,89.66,2.308731167598987,max_hold_time,breakout,True,216,1,7.0,0.014409638155724417,False,False,False,False,0.15114883361139508,2.157582333987592,53.9395583496898,258.24405433069757
SOL,conservative,long,2026-05-25 14:10:00,2026-05-26 00:20:00,86.12,84.73150573072462,-1.0,stop,breakout,True,122,0,7.0,0.016122785291167948,False,False,False,False,0.08683363170301096,-1.086833631703011,-27.170840792575273,231.0732135381223
SOL,conservative,short,2026-05-28 13:40:00,2026-05-28 17:15:00,80.57,82.21389614054013,-1.0,stop,breakout,True,43,0,7.0,0.0204033280444351,False,False,False,False,0.06087242224871981,-1.0608724222487198,-26.521810556217996,204.55140298190432
SOL,conservative,long,2026-06-08 11:10:00,2026-06-09 05:10:00,66.47,67.05,0.25691575838930536,max_hold_time,breakout,True,216,0,7.0,0.033963432178956976,False,False,False,False,0.046756169742582475,0.21015958864672288,5.253989716168072,209.80539269807238
SOL,conservative,long,2026-06-13 12:10:00,2026-06-14 06:10:00,67.83,68.45,0.5940741384325241,max_hold_time,breakout,True,216,1,7.0,0.018611285459847287,False,False,False,False,0.11702576937519454,0.47704836905732956,11.926209226433238,221.7316019245056
SOL,conservative,short,2026-06-18 13:40:00,2026-06-19 07:40:00,70.75,68.26,1.1532759669195456,max_hold_time,breakout,True,216,1,7.0,0.026464153888206977,False,False,False,False,0.08230000510126137,1.0709759618182841,26.774399045457102,248.5060009699627
SOL,conservative,long,2026-07-03 08:40:00,2026-07-04 02:40:00,81.39,82.18,0.6482767048525864,max_hold_time,breakout,True,216,1,7.0,0.01695650571323253,False,False,False,False,0.12844627524291935,0.519830429609667,12.995760740241675,261.5017617102044
SOL,conservative,short,2026-07-17 05:40:00,2026-07-17 15:55:00,74.72,74.72,0.26664,stop,breakout,True,123,1,7.0,0.01872921017004987,False,False,False,False,0.10635792870675528,0.1602820712932447,4.007051782331118,265.5088134925355
SOL,conservative,long,2026-07-22 00:55:00,2026-07-22 06:05:00,78.46,77.36121017476945,-1.0,stop,breakout,True,62,0,7.0,0.01400445864428422,False,False,False,False,0.09139946302190119,-1.0913994630219013,-27.28498657554753,238.223826916988
SOL,conservative,short,2026-07-24 09:10:00,2026-07-25 03:10:00,75.49,74.16,1.2902247531975755,max_hold_time,breakout,True,216,1,7.0,0.011475427208901885,False,False,False,False,0.1897968555201544,1.100427897677421,27.510697441935527,265.7345243589235
SOL,conservative,short,2026-07-29 14:10:00,2026-07-29 18:50:00,73.48,74.4744,-1.0,stop,breakout,True,56,0,7.0,0.01353293413173651,False,False,False,False,0.09369734513274347,-1.0936973451327434,-27.342433628318584,238.39209073060493
SOL,conservative,short,2026-07-31 13:55:00,2026-08-01 07:55:00,73.29,72.98,0.2738914360492704,max_hold_time,breakout,True,216,0,7.0,0.015443243494917927,False,False,False,False,0.1028281397313058,0.1710632963179646,4.276582407949115,242.66867313855406
