coin,strategy,days,atr_override,min_score_override,full_close_at_1r,reversal_exit_threshold,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
DOGE,conservative,365,2.5,79.0,False,50.0,49,59.2,0.319,15.65,206.6,49,59.2,0.22,10.77,0.099,269.27,24.15,-21.55,103.01,-28.03,269.27
