coin,strategy,days,atr_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost
BTC,balanced,365,2.0,False,410,51.0,0.048,19.84,183.9,128,38.0,-0.122,-49.95,0.17
