symbol,strategy,direction,entry_time,exit_time,entry_price,exit_price,r_achieved,exit_reason,setup_type,is_breakout_extension,bars_held,stages_done,leverage,stop_distance_pct,dynamic_threshold_active,drift_stop_tightened,soft_trim_done,soft_tighten_done,fee_interest_r_cost,net_r,dollar_pnl,dollar_running_total,coin,use_adverse_drift,dynamic_threshold_enabled,drift_stop_tighten_enabled,obv_confirmation_bonus,soft_exit_enabled
ETH,conservative,long,2025-08-07 09:25:00,2025-08-09 21:25:00,3724.99,4269.11,5.519186295461677,max_hold_time,breakout,True,720,1,7.0,0.01854087151767498,False,False,False,False,0.1718365825987625,5.347349712862914,133.68374282157285,133.68374282157285,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-08-10 19:25:00,2025-08-11 10:45:00,4242.77,4242.77,0.26664,stop,breakout,True,184,1,7.0,0.02212070651956175,False,False,False,True,0.09556656782777488,0.1710734321722251,4.276835804305628,137.96057862587847,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-08-13 18:10:00,2025-08-14 12:30:00,4742.68,4610.231026868703,-1.0,stop,breakout,True,220,0,7.0,0.027927031368613724,False,False,False,False,0.057148931403919,-1.057148931403919,-26.428723285097977,111.5318553407805,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-08-31 09:10:00,2025-08-31 23:30:00,4472.18,4394.159739574851,-0.9082286769093912,stop,breakout,True,172,0,7.0,0.017505980910887956,False,False,True,True,0.08568500146524582,-0.9939136783746371,-24.847841959365926,86.68401338141457,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-09-03 17:25:00,2025-09-04 03:30:00,4480.0,4399.081272409261,-0.7798711058148198,stop,breakout,True,121,0,7.0,0.023160514404754095,False,False,False,True,0.06036135361972084,-0.8402324594345406,-21.005811485863514,65.67820189555106,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-09-04 18:25:00,2025-09-05 07:25:00,4280.6,4373.4511003104,-1.0,stop,breakout,True,156,0,7.0,0.021691141501284743,False,False,False,False,0.06767739724131401,-1.067677397241314,-26.69193493103285,38.98626696451821,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-09-10 08:55:00,2025-09-10 18:45:00,4332.41,4332.41,0.26664,stop,breakout,True,118,1,7.0,0.01314922885127828,False,False,False,True,0.15073127271697942,0.11590872728302057,2.897718182075514,41.88398514659372,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-09-12 13:55:00,2025-09-13 16:45:00,4539.64,4630.25547131197,1.5782583657301825,stop,breakout,True,322,1,7.0,0.01228035262708056,False,False,True,True,0.19461981854898744,1.3836385471811952,34.59096367952988,76.47494882612361,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-09-16 11:05:00,2025-09-16 17:15:00,4496.01,4496.01,0.26664,stop,breakout,True,74,1,7.0,0.010404391894146006,False,False,False,False,0.18203851020506565,0.08460148979493434,2.1150372448733585,78.58998607099697,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-09-17 14:25:00,2025-09-17 22:25:00,4474.32,4549.809745390796,-0.9915899478517075,stop,breakout,True,96,0,7.0,0.016871780603710976,False,False,True,True,0.07989672410175279,-1.0714866719534604,-26.78716679883651,51.80281927216046,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-09-19 11:55:00,2025-09-21 23:55:00,4513.8,4444.97,0.9462164827661766,max_hold_time,breakout,True,720,1,7.0,0.014959861441119026,False,False,False,False,0.21296988695649852,0.7332465958096781,18.33116489524195,70.13398416740242,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-09-23 02:25:00,2025-09-24 05:35:00,4159.01,4159.01,0.26664,stop,breakout,True,326,1,7.0,0.015520361816874585,False,False,False,False,0.15450670727229848,0.1121332927277015,2.803332318192538,72.93731648559495,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-09-26 07:40:00,2025-09-26 13:50:00,3908.91,3971.8349485819945,-0.5333397007717706,stop,breakout,True,74,0,7.0,0.030183061262602572,False,False,False,True,0.043203039898927764,-0.5765427406706984,-14.41356851676746,58.523747968827486,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-09-28 00:25:00,2025-09-28 12:40:00,4029.45,3975.0734155027667,-1.0,stop,breakout,True,147,0,7.0,0.0134947907275765,False,False,False,False,0.10744886892072629,-1.1074488689207262,-27.686221723018157,30.83752624580933,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-10-02 15:55:00,2025-10-03 08:15:00,4437.09,4437.09,0.26664,stop,breakout,True,196,1,7.0,0.018748382385752802,False,False,False,False,0.11403650491066902,0.15260349508933096,3.815087377233274,34.652613623042605,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-10-03 10:55:00,2025-10-03 17:00:00,4489.56,4489.56,0.26664,stop,breakout,True,73,1,7.0,0.0146980995910513,False,False,False,False,0.1287241243862515,0.1379158756137485,3.447896890343712,38.10051051338632,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-10-06 06:10:00,2025-10-07 13:40:00,4548.07,4694.455846458588,1.4552876222153301,stop,breakout,True,378,3,7.0,0.016369004946353263,False,False,False,True,0.18889358333835957,1.2663940388769706,31.659850971924264,69.76036148531058,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-10-10 05:10:00,2025-10-12 15:55:00,4334.38,4034.59,3.844173613481461,reversal,breakout,True,705,1,7.0,0.019332352031893943,False,False,True,True,0.1632496653688762,3.680923948112585,92.02309870281462,161.78346018812522,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-10-25 06:10:00,2025-10-27 18:10:00,3934.38,4230.82,2.6906363511064084,max_hold_time,breakout,True,720,1,7.0,0.017049686992965146,False,False,True,True,0.18686560060102994,2.5037707505053786,62.594268762634464,224.3777289507597,ETH,False,False,False,0.0,True
ETH,conservative,short,2025-10-29 10:55:00,2025-10-31 22:55:00,3989.07,3855.66,0.39082456779875496,max_hold_time,breakout,True,720,1,7.0,0.01993303804181468,False,False,True,True,0.1598351437104843,0.23098942408827067,5.774735602206767,230.15246455296645,ETH,False,False,False,0.0,True
ETH,conservative,long,2025-11-09 11:55:00,2025-11-11 01:55:00,3428.37,3594.898812365236,1.5380393275331827,stop,breakout,True,456,3,7.0,0.020266376022789107,False,False,True,True,0.16026545625856806,1.3777738712746146,34.44434678186536,264.59681133483184,ETH,False,False,False,0.0,True
