coin,strategy,days,atr_override,min_score_override,full_close_at_1r,total_trades,win_rate_pct_gross,avg_r_gross,total_r_gross,avg_bars_held,breakout_extension_trades,win_rate_pct_net,avg_r_net,total_r_net,avg_fee_interest_r_cost,total_dollar_pnl,avg_dollar_win,avg_dollar_loss,biggest_dollar_win,biggest_dollar_loss,final_dollar_running_total
XRP,conservative,365,2.5,82.0,False,52,46.2,-0.13,-6.77,211.4,52,46.2,-0.242,-12.61,0.112,-315.17,16.48,-25.38,86.07,-28.28,-315.17
